set,name,variant,condition,rarity,price
2025-mega-pack-yugioh,Trickstar Aqua Angel,1st Edition,Near Mint,Ultra Rare,0.17
2025-mega-pack-yugioh,Drytron Nu II,1st Edition,Near Mint,Ultra Rare,0.17
2025-mega-pack-yugioh,Horus the Black Flame Deity,1st Edition,Near Mint,Ultra Rare,0.17
2025-mega-pack-yugioh,Mimighoul Slime,1st Edition,Near Mint,Ultra Rare,0.17
2025-mega-pack-yugioh,World Chalice Guardragon Almarduke,1st Edition,Near Mint,Ultra Rare,0.17
2025-mega-pack-yugioh,Fishborg Harpooner,1st Edition,Near Mint,Common / Short Print,0.17
2025-mega-pack-yugioh,Drytron Meteonis DA Draconids,1st Edition,Near Mint,Ultra Rare,0.16
2025-mega-pack-yugioh,Depresspard,1st Edition,Near Mint,Common / Short Print,0.16
2025-mega-pack-yugioh,Butterfly Fish,1st Edition,Near Mint,Common / Short Print,0.16
2025-mega-pack-yugioh,Centur-Ion True Awakening,1st Edition,Near Mint,Ultra Rare,0.16
2025-mega-pack-yugioh,Piri Reis Map,1st Edition,Near Mint,Ultra Rare,0.16
2025-mega-pack-yugioh,Rekindling the Ashened,1st Edition,Lightly Played,Ultra Rare,0.11
2025-mega-pack-yugioh,Mimighoul Cerberus,1st Edition,Near Mint,Ultra Rare,0.16
2025-mega-pack-yugioh,Swallow's Cowrie,1st Edition,Near Mint,Ultra Rare,0.16
2025-mega-pack-yugioh,Sangen Furo,1st Edition,Near Mint,Common / Short Print,0.16
2025-mega-pack-yugioh,Sangen Kaiho,1st Edition,Near Mint,Common / Short Print,0.16
2025-mega-pack-yugioh,Eria the Water Channeler,1st Edition,Near Mint,Common / Short Print,0.16
2025-mega-pack-yugioh,Ryzeal Cross,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Goblin's Crazy Beast,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Metalflame Swordsman,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Wightlord,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Beware the White Forest,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Maliss C MTP-07,1st Edition,Near Mint,Common / Short Print,0.15
2025-mega-pack-yugioh,Chaos Allure Queen,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Madolche Mini Meowcaroons,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Crystal Clear Wing Synchro Dragon,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Moremarshmallon,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Drake Shark,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Firestorms Over Atlantis,1st Edition,Near Mint,Ultra Rare,0.15
2025-mega-pack-yugioh,Geistgrinder Golem,1st Edition,Near Mint,Common / Short Print,0.15
2025-mega-pack-yugioh,Mimighoul Fork,1st Edition,Near Mint,Common / Short Print,0.14
2025-mega-pack-yugioh,Stronghold the Hidden Fortress,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,LeVirtue Dragon,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Priestess of the Ashened City,1st Edition,Near Mint,Common / Short Print,0.14
2025-mega-pack-yugioh,"Denglong, First of the Yang Zing",1st Edition,Near Mint,Common / Short Print,0.14
2025-mega-pack-yugioh,Centur-Ion Phalanx,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Goblin Biker Grand Pileup,1st Edition,Near Mint,Common / Short Print,0.14
2025-mega-pack-yugioh,Dramatic Snake-Eye Chase,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Trap Gatherer,1st Edition,Near Mint,Common / Short Print,0.14
2025-mega-pack-yugioh,Scourge of the White Forest,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Emissary from the House of Wax,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Ancient Gear Advance,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Cosmo Queen the Queen of Prayers,1st Edition,Near Mint,Ultra Rare,0.14
2025-mega-pack-yugioh,Guardian of the Voiceless Voice,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Way Where There's a Will,1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,The King of D.,1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,Supreme King Z-ARC - Synchro Universe,1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,Multi-Universe,1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,Tsuru-Puru-Purun,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Phantasmal Summoning Beast,1st Edition,Lightly Played,Ultra Rare,0.06
2025-mega-pack-yugioh,Dinovatus Docus,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Denial Deity Dotan,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,"Knight Armed Dragon, the Armored Knight Dragon",1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,Code of Soul,1st Edition,Near Mint,Ultra Rare,0.13
2025-mega-pack-yugioh,Khaos Starsource Dragon,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Six Strike - Double Assault,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Dipsea Fiend,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Ancient Gear Tanker,1st Edition,Near Mint,Common / Short Print,0.13
2025-mega-pack-yugioh,Magicolloidal Sol,1st Edition,Near Mint,Ultra Rare,0.12
2025-mega-pack-yugioh,Madolche Dessert,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Pendulum Witch,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Kuebiko,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Raidraptor - Bloom Vulture,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Rescue Hedgehog,1st Edition,Near Mint,Ultra Rare,0.12
2025-mega-pack-yugioh,Gimmick Puppet Cattle Scream,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,"Saffira, Divine Dragon of the Voiceless Voice",1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Emblema Salvation,1st Edition,Near Mint,Ultra Rare,0.12
2025-mega-pack-yugioh,Dark Magic Mirror Force,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Danger!? Jackalope?,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Cooling Embers,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Azamina Determination,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Aiza the Dragoness of Deranged Devotion,1st Edition,Near Mint,Common / Short Print,0.12
2025-mega-pack-yugioh,Interdimensional Matter Forwarder,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Radiance of the Voiceless Voice,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Guilt of the Sinful Spoils,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Yellow Ninja,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Ultimeat Offering,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Hero of the Ashened City,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Bettan Bat,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Ryzeal Plasma Hole,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Ryzeal Plugin,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Maliss Q Hearts Crypter,1st Edition,Lightly Played,Common / Short Print,0.1
2025-mega-pack-yugioh,Mermail King - Neptabyss,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Palm Ryzeal,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Danger! Chupacabra!,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Sorcerer of Sebek,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Ragnaraika Mantis Monk,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Sinful Spoils Struggle,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Double Dai,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,DPH Gendamoore,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Silhouhatte Trick,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Jongleur-Ghoul Illusionist,1st Edition,Near Mint,Common / Short Print,0.11
2025-mega-pack-yugioh,Three-Eyed Ghost,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Ages of Stars and Frost,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Shaman of the Ashened City,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Junk Dragonlet,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Lightsworn Aegis,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,L Magi Mergy,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Lord of the Missing Barrows,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Blink Out,1st Edition,Near Mint,Ultra Rare,0.1
2025-mega-pack-yugioh,Blazing Bombardment Beast,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Mystic Potato,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Token Support,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Mokomoko,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Awakening of Veidos,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Veidos the Dragon of Endless Darkness,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,"Vouiburial, the Dragon Undertaker",1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Neverending Nightmare Absorber,1st Edition,Near Mint,Common / Short Print,0.1
2025-mega-pack-yugioh,Goblin Biker Grand Stampede,1st Edition,Near Mint,Ultra Rare,0.1
2025-mega-pack-yugioh,Raidraptor - Noir Lanius,1st Edition,Near Mint,Common / Short Print,0.04
2025-mega-pack-yugioh,Cyclos the Circular Sprite,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Broomy,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Terrors of the Afterroot,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,White Sardine,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Node Ryzeal,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Ragnaraika Hunting Dance,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Mansion of the Dreadful Dolls,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,QQ Enneagon,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Azamina Debtors,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Golgoil the Steel Seismic Smasher,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Time Engine,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Time Reloader,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Sunset Beat,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Sinful Spoils Subdual,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Embers of the Ashened,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Ragnaraika Armored Lizard,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Primite Howl,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Ancient Gear Duel,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Fish Lamp,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,"Mikazukinoyaiba, the Moon Fang Dragon",1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Gimmick Puppet Little Soldiers,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Spearhead of the Ashened City,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Magmacho Dragon,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Splitting Planarian,1st Edition,Near Mint,Ultra Rare,0.09
2025-mega-pack-yugioh,Extinguishing the Ashened,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,Centur-Ion Chimerea,1st Edition,Near Mint,Common / Short Print,0.09
2025-mega-pack-yugioh,King of the Ashened City,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Kochobo's Hinamatsuri,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Selene Snapper,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Skeletal Soldier,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,White Reincarnation,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Paralyzing Mushroom,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Mirage Mirror Force,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Majespecter Orthrus - Nue,1st Edition,Near Mint,Ultra Rare,0.08
2025-mega-pack-yugioh,Majespecter Porcupine - Yamarashi,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Majespecter Wind,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Meteoroa Drytron,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Stag Sovereign,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Goblin Biker Troika Griare,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ashened for Eternity,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Release Brainwashing,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ancient Gear Commander,1st Edition,Near Mint,Ultra Rare,0.08
2025-mega-pack-yugioh,Earthbound Fusion,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Xyz Force,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Chain Coils,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Sangen Kaimen,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,White Aura Porpoise,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Samurai Beetle,1st Edition,Near Mint,Common / Short Print,0.08
2025-mega-pack-yugioh,Ragnaraika Wicked Butterfly,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Vagnawa the Moon-Eating Dragon,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Ashened to Endlessness,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Pyrite Knight,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Vesper Girsu,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Aqua Jet Surface,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Dandy Whitelion,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,White Dragon Ninja,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Berserk Archfiend,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Tri-Edge Master,1st Edition,Near Mint,Ultra Rare,0.07
2025-mega-pack-yugioh,Materialization,1st Edition,Near Mint,Common / Short Print,0.07
2025-mega-pack-yugioh,Astrograph Sorcerer,1st Edition,Near Mint,Ultra Rare,0.07
2025-mega-pack-yugioh,Raidraptor - Glorious Bright,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Zoma the Earthbound Spirit,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Performapal Odd-Eyes Dissolver,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Psychic Arsenal,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Tricorn the Cacophonous Concert,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Gimmick Puppet Rouge Doll,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Cursed Fire King Doom Burst,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,"Vulmina, Statue of the Sacred Dragon",1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Swarm of Centipedes,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,Necroquip Princess,1st Edition,Near Mint,Common / Short Print,0.06
2025-mega-pack-yugioh,"Rubysapphirus, the Adamant Jewel",1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Xyz Poseidon Splash,1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Virtue Stream,1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Conbirdable,1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Puppet Shark,1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Mantman the Ultrahuman,1st Edition,Near Mint,Common / Short Print,0.05
2025-mega-pack-yugioh,Raidraptor - Roost,1st Edition,Near Mint,Common / Short Print,0.04
2025-mega-pack-yugioh,White Sunfish,1st Edition,Near Mint,Common / Short Print,0.04
